BUTY ALP TRAINER 2 MID GTX WOMEN-BLACK-BLACK,"855,99",93.33 of 100,(Liczba opinii:  3),"UK 5 (38) UK 5,5 (38,5) UK 8 (42)",2025-08-03,"Specyfikacja    Materiał  cholewka: materiał tekstylny, guma, zamsz 1,4-1,6 mmmembrana: GORE-TEX® Extended Comfortpodeszwa: Vibram® Alpine Hiking    GoreTex  Tak    Waga  482 g    Kolor  Czarny"
BUTY KATANA LACES-YELLOW-BLACK,"639,59",0 of 100,Oceń ten produkt jako pierwszy,"37,5 38,5 39,5 40,5 37 38 39",2025-08-03,"Specyfikacja    Materiał  cholewka: skóra zamszowa, mikrofibra podeszwa środkowa: : LaSpoFlex 1,1 mm połączona z P3 System  podeszwa: Vibram® XS Edge 4 mm    Waga  250 g (½ pary)    Kolor  Zółty"
SANDAŁY WHISPER WOMEN-MEDIUM GREY-PEACOCK GREEN,"314,99",95 of 100,(Liczba opinii:  4),"UK 3,5 (36) UK 4 (37) UK 4,5 (37,5) UK 5 (38) UK 5,5 (38,5) UK 6 (39) UK 6,5 (39,5) UK 7 (40) UK 7,5 (40,5)",2025-08-03,Specyfikacja    Materiał  cholewka: poliester    Waga  218 g    Kolor  Szary
BUTY ALP TRAINER 2 GTX WOMEN-DARK DENIM-BLACK,"767,99",100 of 100,(Liczba opinii:  2),"UK 4,5 (37) UK 6,5 (40) UK 7 (40,5) UK 7,5 (41)",2025-08-03,"Specyfikacja    GoreTex  Tak    Materiał  cholewka: skóra zamszowa 1,4-1,6 mm, GORE-TEX® Extended Comfortpodeszwa: Vibram® Alpine Hiking    Waga  370 g (jeden but rozm. 5 UK)    Kolor  Granatowy"
SANDAŁY ORIGINAL UNIVERSAL WOMEN-PICNIC CHERRIES RHUBARB,"188,99",98 of 100,(Liczba opinii:  10),US 5 (36),2025-08-03,Specyfikacja    Materiał  nylon    Waga  244 g    Kolor  Czerwony
BUTY MTN TRAINER 2 MID GTX WOMEN-DARK DENIM-BLACK,"999,99",0 of 100,Oceń ten produkt jako pierwszy,"UK 3,5 (36) UK 4 (36,5) UK 5 (38) UK 5,5 (38,5) UK 7,5 (41)",2025-08-03,"Specyfikacja    Materiał  tkanina odporna na uszkodzenia, skóra zamszowa 1,6 mm, GORE-TEX® Extended Comfort podeszwa: Vibram® WTC 2    GoreTex  Tak    Waga  470 g (jeden but rozm. 5 UK)    Kolor  Granatowy"
BUTY MTN TRAINER 2 MID GTX WOMEN-RED DAHLIA-BLACK,"999,99",0 of 100,Oceń ten produkt jako pierwszy,"UK 3,5 (36) UK 4 (36,5) UK 5 (38) UK 5,5 (38,5) UK 6,5 (40) UK 7 (40,5) UK 7,5 (41) UK 8,5 (42,5)",2025-08-03,"Specyfikacja    Materiał  tkanina odporna na uszkodzenia, skóra zamszowa 1,6 mm, GORE-TEX® Extended Comfort podeszwa: Vibram® WTC 2    GoreTex  Tak    Waga  470 g (jeden but rozm. 5 UK)    Kolor  Bordowy"
SANDAŁY HURRICANE DRIFT WOMEN-BLACK-BLACK,"132,99",0 of 100,Oceń ten produkt jako pierwszy,US 10 (41),2025-08-03,Specyfikacja    Materiał  materiał syntetyczny podeszwa środkowa: Regrind podeszwa zewnętrzna: materiał syntetyczny    Kolor  Czarny
BUTY FUSION II-OASIS,"437,99",0 of 100,Oceń ten produkt jako pierwszy,"UK 6,5 (40) UK 7 (40,5) UK 7,5 (41) UK 8 (42) UK 8,5 (42,5) UK 9 (43) UK 9,5 (44) UK 10 (44,5) UK 10,5 (45)",2025-08-03,Specyfikacja    Kolor  Niebieski
BUTY SHAMAN-GOLD-GREY-WHITE,"629,99",100 of 100,(Liczba opinii:  1),"US 7 (39,5) US 7,5 (40) US 8 (41) US 8,5 (41,5) US 9 (42) US 9,5 (42,5) US 10 (43) US 10,5 (44) US 11 (44,5) US 11,5 (45) US 12 (46) US 12,5 (46,5) US 13 (47)",2025-08-03,"Specyfikacja    Materiał  cholewka: materiał syntetyczny SYNTHRATEK VXpodeszwa środkowa: MX-P: 1,6 mm AVT & guma TPSpodeszwa: 4,2 mm TRAX® SAS    Kolor  Wielokolorowy"
BUTY OZONE-RED-BLACK,"543,99",0 of 100,Oceń ten produkt jako pierwszy,"UK 5 (38) UK 5,5 (38,5) UK 6 (39) UK 6,5 (40) UK 7 (41) UK 7,5 (41,5) UK 8 (42) UK 8,5 (42,5) UK 9 (43) UK 9,5 (44)",2025-08-03,Specyfikacja    Materiał  cholewka: mikrofibra podeszwa: Vibram® XS Grip 4 mm podeszwa środkowa: 3D Fit Middle    Waga  470 g (rozm. 7)    Kolor  Czerwony
BUTY TONALE GTX WOMEN-PETROL-MAGENTA,"742,39",0 of 100,Oceń ten produkt jako pierwszy,UK 4 (37),2025-08-03,Specyfikacja    Materiał  cholewka: skóra welurowa / Meshpodszewka: GORE-TEX® Performance Comfort Footwearwkładka:  AIR-ACTIVE®podeszwa: Vibram® + zintegrowany stabilizator i amortyzator EVA    GoreTex  Tak    Waga  440 g (jeden but)    Kolor  Niebieski
BUTY LITEPEAK LADY GTX-AQUAMARINE-GRAPHITE,"958,99",0 of 100,Oceń ten produkt jako pierwszy,"UK 4,5 (37,5) UK 5,5 (39) UK 7 (41)",2025-08-03,"Specyfikacja    Materiał  cholewka:zamsz, meshpodeszwa:Meindl Multigrip    GoreTex  Tak    Waga  480 g    Kolor  Niebieski"
BUTY SPIRIT-NIGHT,"377,99",0 of 100,Oceń ten produkt jako pierwszy,"UK 6,5 (40) UK 7,5 (41) UK 8 (42) UK 8,5 (42,5) UK 9,5 (44) UK 10 (44,5) UK 11 (45,5)",2025-08-03,Specyfikacja    Kolor  Czarny
BUTY SPIRIT LV-NIGHT,"409,99",0 of 100,Oceń ten produkt jako pierwszy,"UK 3,5 (36) UK 4 (37) UK 5 (38) UK 5,5 (38,5) UK 6 (39)",2025-08-03,Specyfikacja    Kolor  Czarny
BUTY MOMENTUM 3 WOMEN-BLACK,"335,99",0 of 100,Oceń ten produkt jako pierwszy,US 7 (38) US 8 (39) US 9 (40) US 10 (41) US 11 (42),2025-08-03,Specyfikacja    Materiał  cholewki: Nylonwkładka: EVApodeszwa: ICEKISS    Waga  1021 g (para)    Kolor  Czarny
BUTY TX5 GTX WOMEN-CARBON-PAPRICA,"879,99",100 of 100,(Liczba opinii:  4),"36,5 37,5 38,5 36 37",2025-08-03,Specyfikacja    Materiał  cholewka:nubukmembrana: GORE-TEX® Extended Comfortpodeszwa:Vibram MegaGrip    GoreTex  Tak    Waga  440 g    Kolor  Szary
BUTY SNOVALLEY 4 WOMEN-CHARCOAL,"336,39",0 of 100,Oceń ten produkt jako pierwszy,US 8 (39) US 9 (40),2025-08-03,Specyfikacja    Materiał  cholewki: zamszwkładka: EVApodeszwa: ICEKISS    Waga  1125 g (para)    Kolor  Szary
BUTY ULTRALIGHT ORIGINAL GTX-ANTHRACITE-GREEN,"579,99",100 of 100,(Liczba opinii:  3),UK 4 (37),2025-08-03,"Specyfikacja    Materiał  cholewka: skóra zamszowa 1,4 mm, AIR 8000®membrana: GORE-TEX® Performance Comfortpodeszwa: Vibram® Erica Everestpodeszwa wewnętrzna: DOUBLE DENSITY DIE CUT EVA    GoreTex  Tak    Waga  420 g (jeden but)    Kolor  Szary"
BUTY MTN TRAINER 2 WINTER GTX WOMEN-BUNGEE CORD-DELPHINIUM,"675,00",0 of 100,Oceń ten produkt jako pierwszy,"UK 4 (36,5) UK 4,5 (37) UK 5 (38) UK 5,5 (38,5) UK 6 (39) UK 6,5 (40) UK 7 (40,5) UK 7,5 (41)",2025-08-03,"Specyfikacja    Materiał  cholewka: skóra zamszowa 1,4 mm +  AlpineWool®wkładka: Responsiveśródpodeszwa: Nylon + Microporosepodeszwa: Vibram® ICETREK II Artic Gripmembrana: GORE-TEX® Koala/Panda    GoreTex  Tak    Waga  510 g (jeden but)    Kolor  Szary"
BUTY WILDFIRE EDGE GTX WOMEN-NAVY BLAZER-BLACK,"678,99",100 of 100,(Liczba opinii:  2),"UK 4 (36,5) UK 5,5 (38,5)",2025-08-03,Specyfikacja    GoreTex  Tak    Materiał  cholewka: skóra zamszowa + Exa Shell Over Injected 3D Cage + mikrofibraśródpodeszwa: pianka EVApodeszwa: Pomoca Speed Mtnmembrana: GORE-TEX® Extended Comfort    Waga  369 g    Kolor  Granatowy
BUTY QUEST 4 GTX WOMEN-SLATE-TROOPER-OPAL BLUE,"614,99",100 of 100,(Liczba opinii:  1),"UK 5,5 (38 2/3) UK 6 (39 1/3)",2025-08-03,Specyfikacja    Materiał  cholewka: skóra nubuk z membraną GORE-TEX®podszewka: siatka i materiał tekstylnypodeszwa: Contagrip®    GoreTex  Tak    Waga  535 g    Kolor  Niebieski
BUTY INSTINCT VS WOMEN-BLACK-AQUA,"519,99",0 of 100,Oceń ten produkt jako pierwszy,"36,5 37,5 38,5 36 38",2025-08-03,"Specyfikacja    Materiał  cholewka: mikrofibrapodeszwa: 3,5 mm Vibram® XS Grip2    Waga  210 g (½ pary, rozm. 38)    Kolor  Czarny"
BUTY DEFY LACE-FOG GREY-BANANA,"369,99",0 of 100,Oceń ten produkt jako pierwszy,"US 7,5 (40) US 8 (41) US 8,5 (41,5) US 9 (42) US 9,5 (42,5) US 10 (43) US 10,5 (44) US 11 (44,5) US 11,5 (45) US 12 (46)",2025-08-03,Specyfikacja    Materiał  cholewka: skóra zamszowapodeszwa: 4.2mm TRAX® SAS    Kolor  Szary
BUTY TRANGO TRK LEATHER GTX WOMEN-OPAL-PACIFIC BLUE,"909,99",100 of 100,(Liczba opinii:  7),"37,5 37",2025-08-03,Specyfikacja    Materiał  cholewka:skóra Idro-Perwangermembrana: GORE-TEX® Performance Comfortpodeszwa:Vibram    GoreTex  Tak    Waga  595 g    Kolor  Niebieski
BUTY ALP TRAINER 2 MID GTX WOMEN-DUCK GREEN-RHODODENDON,"855,99",93.33 of 100,(Liczba opinii:  3),"UK 4,5 (37) UK 5 (38) UK 5,5 (38,5) UK 6,5 (40) UK 8 (42)",2025-08-03,"Specyfikacja    Materiał  cholewka: materiał tekstylny, guma, zamsz 1,4-1,6 mmmembrana: GORE-TEX® Extended Comfortpodeszwa: Vibram® Alpine Hiking    GoreTex  Tak    Waga  482 g    Kolor  Zielony"
BUTY ALP MATE MID WP WOMEN-DUCK GREEN-RHODODENDON,"695,99",90 of 100,(Liczba opinii:  14),"UK 3,5 (36) UK 4 (36,5) UK 4,5 (37) UK 5 (38) UK 5,5 (38,5) UK 6,5 (40) UK 7 (40,5)",2025-08-03,"Specyfikacja    Materiał  cholewka: zamsz, materiał tekstylny 1,4-1,6 mmpodeszwa: Pomoca MTN Trainer Lite    Waga  472 g (dla rozmiaru 39)    Kolor  Zielony"
BUTY ALP MATE MID WP WOMEN-BLACKOUT-VIRTUAL PINK,"577,99",90 of 100,(Liczba opinii:  14),"UK 3,5 (36) UK 4 (36,5) UK 5 (38) UK 6 (39) UK 6,5 (40)",2025-08-03,"Specyfikacja    Materiał  cholewka: zamsz, materiał tekstylny 1,4-1,6 mmpodeszwa: Pomoca MTN Trainer Lite    Waga   472 g (dla rozmiaru 39)    Kolor  Czarny"
BUTY BOULDER X WOMEN-SLATE-RED PLUM,"569,99",100 of 100,(Liczba opinii:  1),"36,5 39,5 36 38 39 40",2025-08-03,"Specyfikacja    Materiał  cholewka: skóra zamszowa, gumowy otokpodszewka: siateczka meshpodeszwa: Vibram® Impact Brake System    Waga  750 g (para, rozm. 38)    Kolor  Szary"
BUTY BADIA GTX WOMEN-ANTHRAZIT-BLAU,"666,99",100 of 100,(Liczba opinii:  3),"UK 3,5 (36,5)",2025-08-03,Specyfikacja    Materiał  cholewka: skóra zamszowa i materiał syntetycznypodeszwa:Vibram® Trac® Lite II    GoreTex  Tak    Waga  600 g (dla rozmiaru 42)    Kolor  Szary
BUTY MARMOLADA PRO HD WOMEN-SHARK-BALTIC,"694,00",0 of 100,Oceń ten produkt jako pierwszy,"37,5 38,5",2025-08-03,"Specyfikacja    Materiał  membrana: H-Dry® Lamination + 37,5 Cocona®cholewka: skóra zamszowa, L-TECHpodeszwa: Vibram Drumlin + pianka EVA    Waga  1080 (cała para w rozm. 38)    Kolor  Szary"
BUTY MTN TRAINER 2 WINTER GTX WOMEN-ASPHALT-TAWNY PORT,"648,00",0 of 100,Oceń ten produkt jako pierwszy,"UK 3,5 (36) UK 4 (36,5) UK 4,5 (37) UK 5 (38) UK 6 (39)",2025-08-03,"Specyfikacja    Materiał  cholewka: skóra zamszowa 1,4 mm +  AlpineWool®wkładka: Responsiveśródpodeszwa: Nylon + Microporosepodeszwa: Vibram® ICETREK II Artic Gripmembrana: GORE-TEX® Koala/Panda    GoreTex  Tak    Waga  510 g (jeden but)    Kolor  Szary"
BUTY MTN TRAINER MID GTX WOMEN-ATLANTIC DEEP-OMBRE BLUE,"799,99",91.58 of 100,(Liczba opinii:  38),"UK 3 (35) UK 3,5 (36) UK 4 (36,5) UK 4,5 (37) UK 5 (38) UK 5,5 (38,5) UK 6 (39) UK 6,5 (40) UK 7 (40,5) UK 7,5 (41) UK 8 (42) UK 8,5 (42,5)",2025-08-03,"Specyfikacja    Materiał  cholewka: skóra zamszowa 1,6 mm, gumowy rant 360°membrana: GORE-TEX® Extended Comfortśródpodeszwa: Bilight Midsole, nylonpodeszwa:Vibram WTC    GoreTex  Tak    Waga  615 g (rozmiar 39)    Kolor  Niebieski"
SANDAŁY RAVINE  H2,"284,99",100 of 100,(Liczba opinii:  2),"UK 4 (37) UK 4,5 (37,5) UK 5 (38)",2025-08-03,Specyfikacja    Kolor  Czarny
BUTY ORIGIN WOMEN-MALDIVE-BLACK,"337,04",0 of 100,Oceń ten produkt jako pierwszy,"35,5 36,5 35 36",2025-08-03,"Specyfikacja    Materiał  cholewka: skóra zamszowa 1,8 mmśródpodeszwa: Flexan 1,9 mmpodeszwa: Vision 5 mm    Waga  230 g (jeden but, rozm. 38)    Kolor  Turkusowy"
BUTY VAPOR V WOMEN-DAHLIA-AQUA,"498,99",100 of 100,(Liczba opinii:  1),"35,5 36,5 37,5 35 36 37",2025-08-03,"Specyfikacja    Materiał  cholewka: syntetyczna 1,8 mmśródpodeszwa: Talyn 1.5mmpodeszwa: Vibram® XS Grip2 3,5 mm    Waga  210 g (jeden but, rozm. 38)    Kolor  Niebieski"
BUTY ZODIAC TECH GTX WOMEN-GREEN BLUE,"716,50",0 of 100,Oceń ten produkt jako pierwszy,"38,5",2025-08-03,"Specyfikacja    Materiał  cholewka: skóra zamszowa Perwanger 1,8 mm, gumamembrana: GORE-TEX® Performance Comfortpodeszwa: Vibram® Mont    GoreTex  Tak    Waga  540 (jeden but, rozm. 38)    Kolor  Zielony"
BUTY MOJITO-DARK BLUE,"536,24",93.33 of 100,(Liczba opinii:  45),"36,5 37 44",2025-08-03,"Specyfikacja    Materiał  cholewka:skóra zamszowapodeszwa:Vibram Spyder    Waga  350 g (jeden but, rozm. 42)    Kolor  Granatowy"
BUTY CRUX WOMEN-SHARK-BLUE RADIANCE,"467,99",0 of 100,Oceń ten produkt jako pierwszy,"37,5 38,5 37",2025-08-03,"Specyfikacja    Materiał  Cholewka: skóra zamszowa 1,8 mm, materiał tekstylny (wyściółka)Podeszwa: Vertical Dual Density z gumą Vibram® Megagrip    Waga  330 g (jeden but rozm. 38)    Kolor  Szary"
BUTY ELEKTRA-GREY-MERLOT,"309,99",100 of 100,(Liczba opinii:  3),"US 5 (35) US 6 (36) US 6,5 (37) US 7 (37,5) US 8 (39) US 8,5 (39,5) US 9 (40) US 10 (41,5)",2025-08-03,"Specyfikacja    Materiał  cholewka: Synthratek VX (skóra syntetyczna)wyściółka: anti-microbal meshśródpodeszwa: MX-P:1,4 mm na całej długościrant: VTR 3D (cieńszy na palcach)podeszwa: TRAX® 4,2 mm    Kolor  Szary"
BUTY DEFY-GREY-BLACK,"314,99",86.67 of 100,(Liczba opinii:  6),"US 7,5 (40) US 8 (41) US 8,5 (41,5) US 9 (42) US 9,5 (42,5) US 10 (43) US 10,5 (44) US 11 (44,5) US 11,5 (45) US 12 (46) US 12,5 (46,5)",2025-08-03,"Specyfikacja    Materiał  cholewka: perforowany Synthratekśródpodeszwa: MX-P:1 mm do połowy długościbrzeg: TRAX duro-rand 2.2 mmpodeszwa: TRAX® 4,2 mm    Kolor  Szary"
KLAPKI DUCKBILLS FLIP-FLOP WOMEN-NAVY,"92,59",0 of 100,Oceń ten produkt jako pierwszy,37 40,2025-08-03,"Specyfikacja    Materiał  wkładka: pianka EVAśródpodeszwa: pianka EVApodeszwa: guma z recyklingu, plastikpaski: rPET    Kolor  Granatowy"
BUTY MTN TRAINER 2 GTX WOMEN-DARK DENIM-FLUO CORAL,"779,99",60 of 100,(Liczba opinii:  2),"UK 4 (36,5) UK 4,5 (37) UK 5 (38) UK 6,5 (40)",2025-08-03,"Specyfikacja    GoreTex  Tak    Materiał  cholewka: 1,6 mm skóra zamszowa / gumowy otok / wysokiej jakości materiał syntetycznymembrana:  GORE-TEX® Extended Comfortśródpodeszwa: wkładka Ortholite® ekspandowany poliuretan, nylonowa wkładkapodeszwa:Vibram MTN Trainer Evo    Waga  396 g    Kolor  Niebieski"
BUTY MTN TRAINER LITE WOMEN-PREMIUM NAVY-FLUO CORAL,"554,99",100 of 100,(Liczba opinii:  1),"UK 6,5 (40)",2025-08-03,"Specyfikacja    Materiał  materiał tekstylny, materiały syntetycznepodeszwa:Pomoca    Waga  418 g    Kolor  Niebieski"
BUTY MTN TRAINER LITE GTX WOMEN-FIELD GREEN-FLUO CORAL,"642,99",0 of 100,Oceń ten produkt jako pierwszy,"UK 7 (40,5)",2025-08-03,"Specyfikacja    GoreTex  Tak    Materiał  cholewka:materiał tekstylny, materiały syntetycznemembrana: GORE-TEX® Extended Comfortpodeszwa:Pomoca    Waga  368 g    Kolor  Zielony"
BUTY RENEGADE GTX WOMEN-TIEFSCHWARZ,"741,99",92.5 of 100,(Liczba opinii:  24),"UK 3,5 (36,5) UK 5 (38) UK 6 (39,5) UK 7 (41)",2025-08-03,Specyfikacja    Materiał  cholewka:skóra nubukowapodeszwa:Vibram Evo    GoreTex  Tak    Waga  550 g (rozmiar 39)    Kolor  Czarny
SANDAŁY VENICE H2-BLACK-NEUTRAL GRAY,"423,99",100 of 100,(Liczba opinii:  2),"UK 4,5 (37,5) UK 5 (38)",2025-08-03,"Specyfikacja    Materiał  poliester, syntetyczna siatka, gumapodeszwa: carbon Non Marking    Waga  311 g    Kolor  Czarny"
SANDAŁY ROSE SANDAL WOMEN-BLACK-NEUTRAL GRAY,"366,59",100 of 100,(Liczba opinii:  2),"UK 3,5 (36) UK 4 (37) UK 4,5 (37,5) UK 5 (38) UK 5,5 (38,5) UK 6 (39) UK 6,5 (39,5) UK 7 (40) UK 7,5 (40,5)",2025-08-03,Specyfikacja    Kolor  Czarny
SANDAŁY CLEARWATER WOMEN-NAVY-BLUE GLOW,"349,99",85 of 100,(Liczba opinii:  4),"UK 4 (37) UK 4,5 (37,5) UK 5,5 (38,5) UK 6 (39) UK 6,5 (39,5) UK 7 (40) UK 7,5 (40,5) UK 8 (41)",2025-08-03,Specyfikacja    Materiał  Cholewka: poliesterPodeszwa: Keen    Waga  214 g    Kolor  Granatowy
SANDAŁY VOYA INFINITY-BLACK,"167,99",92 of 100,(Liczba opinii:  5),US 5 (36) US 6 (37) US 10 (41),2025-08-03,"Specyfikacja    Materiał  Paski: poliesterPodeszwa: pianka EVA, pianka Mush™    Kolor  Czarny"
SANDAŁY HURRICANE XLT WOMEN-BLACK,"254,99",100 of 100,(Liczba opinii:  4),US 6 (37) US 7 (38) US 8 (39) US 9 (40) US 10 (41) US 11 (42),2025-08-03,Specyfikacja    Materiał  poliamidPodeszwa: Durabrasion Rubber™    Waga  241 g    Kolor  Czarny
BOTKI PUCHOWE GOOSE DOWN FOOT COVER NH18S023-T,"179,99",100 of 100,(Liczba opinii:  2),M (40-44) S (36-40),2025-08-03,Specyfikacja    Materiał  nylon 20D 400 Twypełnienie: puch naturalny gęsi 90/10    Waga  80 gwaga wypełnienia: 10 g - rozm. S; 20 g - rozm. M    Kolor  Czarny
BUTY RENEGADE GTX WOMEN-ASPHALT-TURKIS,"741,99",92.5 of 100,(Liczba opinii:  24),"UK 3,5 (36,5) UK 4 (37) UK 5 (38) UK 5,5 (39) UK 6 (39,5) UK 7 (41)",2025-08-03,Specyfikacja    Materiał  cholewka:skóra nubukowapodeszwa:Vibram Evo    GoreTex  Tak    Waga  550 g (rozmiar 39)    Kolor  Czarny
BUTY RENEGADE GTX WOMEN-CHILLI,"741,99",92.5 of 100,(Liczba opinii:  24),UK 5 (38),2025-08-03,Specyfikacja    Materiał  cholewka:skóra nubukowapodeszwa:Vibram Evo    GoreTex  Tak    Waga  550 g (rozmiar 39)    Kolor  Czerwony
BUTY RENEGADE GTX WOMEN-NAVY-GRAU,"847,99",92.5 of 100,(Liczba opinii:  24),UK 7 (41),2025-08-03,Specyfikacja    Materiał  cholewka:skóra nubukowapodeszwa:Vibram Evo    GoreTex  Tak    Waga  550 g (rozmiar 39)    Kolor  Granatowy
BUTY TREKKER LITE III GTX WOMEN,"729,99",0 of 100,Oceń ten produkt jako pierwszy,"UK 4 (37) UK 4,5 (37,5) UK 5 (38) UK 5,5 (39)",2025-08-03,"Specyfikacja    Materiał  Cholewka: zamsz, Ari8000®, poliuretanMembrana: GORE-TEX® Performance ComfortŚródpodeszwa IMS, pianka EVApodeszwa:Vibram Curcuma    GoreTex  Tak    Waga  445 g (jeden but)    Kolor  Czarny"
BUTY VETTA GTX WOMEN-WARM GREY-LIGHT BLUE,"556,80",100 of 100,(Liczba opinii:  1),"UK 4,5 (37,5)",2025-08-03,"Specyfikacja    Materiał  cholewka:skóra zamszowa, 1,8 mmmembrana: GORE-TEX® Extended Comfortpodeszwa:Vibram Maton    GoreTex  Tak    Waga  510 g (jeden but, rozm. 38)    Kolor  Szary"
BUTY KIRA-TEAL,"411,99",0 of 100,Oceń ten produkt jako pierwszy,"US 5,5 (35,5) US 7 (37,5) US 7,5 (38) US 8 (39) US 8,5 (39,5) US 9 (40) US 9,5 (41) US 10 (41,5) US 10,5 (42)",2025-08-03,Specyfikacja    Materiał  cholewka:syntetycznapodeszwa:TRAX    Kolor  Niebieski
BUTY KRONOS-BLACK-OLIVE,"429,99",93.33 of 100,(Liczba opinii:  3),"US 7 (39,5) US 7,5 (40) US 8 (41) US 8,5 (41,5) US 9 (42) US 9,5 (42,5) US 10 (43) US 10,5 (44) US 11 (44,5) US 11,5 (45) US 12 (46) US 12,5 (46,5)",2025-08-03,"Specyfikacja    Materiał  cholewka: syntetycznaśródpodeszwa: 1,2 mm (pełna)podeszwa: TRAX® SAS, 4,2 mm    Waga  264 g    Kolor  Szary"
BUTY MISTRAL GTX WOMEN-SMOKE-LAGOON,"619,76",100 of 100,(Liczba opinii:  11),"37,5 38,5 39,5 40,5 36 37 38 39 40",2025-08-03,Specyfikacja    Materiał  cholewka:skóra zamszowamembrana: Gore-Tex® Performance Comfortpodeszwa:Vibram Energy    GoreTex  Tak    Waga  480 g (rozmiar 38)    Kolor  Szary
SANDAŁY CLEARWATER WOMEN-BLACK-BLACK,"405,59",85 of 100,(Liczba opinii:  4),"UK 3,5 (36) UK 4 (37) UK 4,5 (37,5) UK 5 (38) UK 5,5 (38,5) UK 6 (39) UK 6,5 (39,5) UK 7 (40) UK 7,5 (40,5)",2025-08-03,Specyfikacja    Waga  214 g    Kolor  Czarny
BUTY WILDFIRE EDGE WOMEN-MALTA-VIVACIOUS,"608,99",97.14 of 100,(Liczba opinii:  7),"UK 4 (36,5)",2025-08-03,"Specyfikacja    Materiał  cholewka: skóra zamszowa 1,6 mm, Exa Schell 3D, mikrofibraśródpodeszwa: pianka Premium Evapodeszwa:Pomoca Speed Mtn Sole    Waga  422 g    Kolor  Niebieski"
BUTY ZODIAC PLUS GTX WOMEN-SHARK-MALDIVES,"644,64",100 of 100,(Liczba opinii:  2),"37,5",2025-08-03,"Specyfikacja    Materiał  cholewka:skóra zamszowa Perwanger 1,8 mmmembrana: GORE-TEX® Performance Comfortpodeszwa:Vibram Drumlin    GoreTex  Tak    Waga  455 g  (1 but, rozm. 38)    Kolor  Szary"
BUTY ZODIAC GTX WOMEN-SHARK-MALDIVES,"698,39",100 of 100,(Liczba opinii:  3),"40,5",2025-08-03,"Specyfikacja    GoreTex  Tak    Materiał  cholewka:skóra zamszowa Perwanger 1,8 mm, Cordura® Membrana: GORE-TEX® Performance Comfortpodeszwa:Vibram Drumlin    Kolor  Szary"
BUTY LITEPEAK LADY GTX-ANTHRAZIT-TURKIS,"1149,99",0 of 100,Oceń ten produkt jako pierwszy,"UK 4 (37) UK 4,5 (37,5) UK 5 (38) UK 6 (39,5)",2025-08-03,"Specyfikacja    Materiał  cholewka:zamsz, meshpodeszwa:Meindl Multigrip    GoreTex  Tak    Waga  480 g    Kolor  Szary"
BUTY RAPACE GTX WOMEN-SHADE SPRUCE-SULPHUR SPRING,"977,99",100 of 100,(Liczba opinii:  4),"UK 3,5 (36) UK 4 (36,5) UK 4,5 (37) UK 5 (38) UK 5,5 (38,5) UK 6 (39) UK 6,5 (40) UK 7 (40,5) UK 7,5 (41)",2025-08-03,"Specyfikacja    Materiał  Cordura, skóra nubukowa 1,8 mm    GoreTex  Tak    Waga  639 g (dla rozmiaru 38)    Kolor  Zielony"
BUTY SOLUTION WOMEN-WHITE-LILY ORANGE,"555,99",100 of 100,(Liczba opinii:  1),"34,5 35",2025-08-03,"Specyfikacja    Materiał  cholewka: skóra zamszowa, Lorica®podeszwa: Vibram® XS Grip2 3,5 mm    Waga  400 g (para, rozm. 37)    Kolor  Pomarańczowy"
BUTY KAILASH TREK GTX WOMEN-TITANIUM-SMOKE-LAGOO,"819,99",75 of 100,(Liczba opinii:  4),"37,5 38,5 40,5 37 38 39",2025-08-03,"Specyfikacja    Materiał  cholewka: zamsz 1,8 mm, gumamembrana: GORE-TEX® Performance Comfort Footwearśródpodeszwa: Comfort Flex Pluspodeszwa: Vibram® Biometric Trek    GoreTex  Tak    Waga  530 g (jeden but, rozm. 38)    Kolor  Szary"
BUTY MIURA WOMEN - WHITE/JADE GREEN,"628,99",100 of 100,(Liczba opinii:  1),"34,5 35,5 36,5 34 35 36 37",2025-08-03,"Specyfikacja    Materiał  cholewka: skóra zamszowa, mikrofibra (język), gumawyściółka: Dentexśródpodeszwa: LaSpo Flex 1,1 mmpodeszwa: Vibram® XS Grip, 4 mm    Waga  440 g (para)    Kolor  Biały"
BUTY MOJITO-BLACK,"563,99",93.33 of 100,(Liczba opinii:  45),"42,5 44,5 45,5 47",2025-08-03,Specyfikacja    Materiał  cholewka:skóra zamszowapodeszwa:Vibram Spyder    Waga  350 g    Kolor  Czarny
BUTY ALBORG WOMEN-TAN,"347,99",0 of 100,Oceń ten produkt jako pierwszy,US 8 (39),2025-08-03,"Specyfikacja    Materiał  cholewka: nubuk, gumaocieplenie: wkładka ocieplająca Zylextra®podeszwa: Snowgrip    Waga  1452 g (para)    Kolor  Brązowy"
BUTY CROW GTX WOMEN-PREMIUM NAVY-ETHERNAL BLUE,"924,99",100 of 100,(Liczba opinii:  4),"UK 3,5 (36) UK 4 (36,5) UK 4,5 (37) UK 5 (38) UK 5,5 (38,5) UK 6 (39) UK 6,5 (40) UK 7 (40,5) UK 7,5 (41)",2025-08-03,"Specyfikacja    Materiał  cholewka: zamsz 1,6 mm, materiał syntetyczny, guma (rant)membrana: GORE-TEX® Performance Comfortpodeszwa: Vibram® Mulaz    GoreTex  Tak    Waga  525 g    Kolor  Granatowy"
